survived,pclass,sex,age,sibsp,parch,fare,class,who,adult_male,embark_town,alive,alone,fare_capped,sex_encoded,embarked_c,embarked_q,embarked_s,family_size,is_alone
0,3,male,18.0,0,0,8.3,third,man,True,southampton,no,True,8.3,0,False,False,True,1,1
1,1,female,39.0,1,1,83.1583,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,3,0
0,3,male,21.0,0,0,8.6625,third,man,True,southampton,no,True,8.6625,0,False,False,True,1,1
0,3,male,25.0,0,0,8.05,third,man,True,southampton,no,True,8.05,0,False,False,True,1,1
1,3,male,32.0,0,0,56.4958,third,man,True,southampton,yes,True,56.4958,0,False,False,True,1,1
1,1,male,40.0,0,0,29.7,first,man,True,cherbourg,yes,True,29.7,0,True,False,False,1,1
0,3,male,20.0,0,0,7.925,third,man,True,southampton,no,True,7.925,0,False,False,True,1,1
0,2,male,16.0,0,0,10.5,second,man,True,southampton,no,True,10.5,0,False,False,True,1,1
1,1,female,30.0,0,0,31.0,first,woman,False,cherbourg,yes,True,31.0,1,True,False,False,1,1
0,3,male,34.5,0,0,6.4375,third,man,True,cherbourg,no,True,6.4375,0,True,False,False,1,1
0,3,male,17.0,0,0,8.6625,third,man,True,southampton,no,True,8.6625,0,False,False,True,1,1
0,3,male,42.0,0,0,7.55,third,man,True,southampton,no,True,7.55,0,False,False,True,1,1
0,3,male,25.0,8,2,69.55,third,man,True,southampton,no,False,65.6344,0,False,False,True,11,0
0,3,male,35.0,0,0,7.8958,third,man,True,cherbourg,no,True,7.8958,0,True,False,False,1,1
0,2,male,28.0,0,1,33.0,second,man,True,southampton,no,False,33.0,0,False,False,True,2,0
1,1,female,35.0,1,0,89.1042,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
0,3,male,4.0,4,2,31.275,third,child,False,southampton,no,False,31.275,0,False,False,True,7,0
0,3,male,74.0,0,0,7.775,third,man,True,southampton,no,True,7.775,0,False,False,True,1,1
0,3,female,9.0,1,1,15.2458,third,child,False,cherbourg,no,False,15.2458,1,True,False,False,3,0
1,1,female,16.0,0,1,39.4,first,woman,False,southampton,yes,False,39.4,1,False,False,True,2,0
0,2,female,44.0,1,0,26.0,second,woman,False,southampton,no,False,26.0,1,False,False,True,2,0
1,3,female,18.0,0,1,9.35,third,woman,False,southampton,yes,False,9.35,1,False,False,True,2,0
1,1,female,45.0,1,1,164.8667,first,woman,False,southampton,yes,False,65.6344,1,False,False,True,3,0
1,1,male,51.0,0,0,26.55,first,man,True,southampton,yes,True,26.55,0,False,False,True,1,1
1,3,female,24.0,0,3,19.2583,third,woman,False,cherbourg,yes,False,19.2583,1,True,False,False,4,0
0,3,male,25.0,0,0,7.2292,third,man,True,cherbourg,no,True,7.2292,0,True,False,False,1,1
0,3,male,41.0,2,0,14.1083,third,man,True,southampton,no,False,14.1083,0,False,False,True,3,0
0,2,male,21.0,1,0,11.5,second,man,True,southampton,no,False,11.5,0,False,False,True,2,0
1,1,female,48.0,0,0,25.9292,first,woman,False,southampton,yes,True,25.9292,1,False,False,True,1,1
0,3,female,21.5,8,2,69.55,third,woman,False,southampton,no,False,65.6344,1,False,False,True,11,0
0,2,male,24.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
1,2,female,42.0,0,0,13.0,second,woman,False,southampton,yes,True,13.0,1,False,False,True,1,1
1,2,female,27.0,1,0,13.8583,second,woman,False,cherbourg,yes,False,13.8583,1,True,False,False,2,0
0,1,male,31.0,0,0,50.4958,first,man,True,southampton,no,True,50.4958,0,False,False,True,1,1
0,3,male,25.0,0,0,9.5,third,man,True,southampton,no,True,9.5,0,False,False,True,1,1
1,3,male,4.0,1,1,11.1333,third,child,False,southampton,yes,False,11.1333,0,False,False,True,3,0
0,3,male,26.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,1,female,47.0,1,1,52.5542,first,woman,False,southampton,yes,False,52.5542,1,False,False,True,3,0
0,1,male,33.0,0,0,5.0,first,man,True,southampton,no,True,5.0,0,False,False,True,1,1
0,3,male,47.0,0,0,9.0,third,man,True,southampton,no,True,9.0,0,False,False,True,1,1
1,2,female,28.0,1,0,24.0,second,woman,False,cherbourg,yes,False,24.0,1,True,False,False,2,0
1,3,female,15.0,0,0,7.225,third,child,False,cherbourg,yes,True,7.225,1,True,False,False,1,1
0,3,male,20.0,0,0,9.8458,third,man,True,southampton,no,True,9.8458,0,False,False,True,1,1
0,3,male,19.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,male,25.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
1,1,female,56.0,0,1,83.1583,first,woman,False,cherbourg,yes,False,65.6344,1,True,False,False,2,0
1,2,female,25.0,0,1,26.0,second,woman,False,southampton,yes,False,26.0,1,False,False,True,2,0
0,3,male,33.0,0,0,7.8958,third,man,True,southampton,no,True,7.8958,0,False,False,True,1,1
0,3,female,22.0,0,0,10.5167,third,woman,False,southampton,no,True,10.5167,1,False,False,True,1,1
0,2,male,28.0,0,0,10.5,second,man,True,southampton,no,True,10.5,0,False,False,True,1,1
0,3,male,25.0,0,0,7.05,third,man,True,southampton,no,True,7.05,0,False,False,True,1,1
0,3,female,39.0,0,5,29.125,third,woman,False,queenstown,no,False,29.125,1,False,True,False,6,0
0,2,male,27.0,0,0,13.0,second,man,True,southampton,no,True,13.0,0,False,False,True,1,1
1,1,female,19.0,0,0,30.0,first,woman,False,southampton,yes,True,30.0,1,False,False,True,1,1
0,3,female,21.5,1,2,23.45,third,woman,False,southampton,no,False,23.45,1,False,False,True,4,0
1,1,male,26.0,0,0,30.0,first,man,True,cherbourg,yes,True,30.0,0,True,False,False,1,1
0,3,male,32.0,0,0,7.75,third,man,True,queenstown,no,True,7.75,0,False,True,False,1,1
